1	江苏万卷文化发展有限公司（2016年4月29日变更为“江苏万卷润德文化传播有限公司”）	江苏省沐阳县三匹马商业广场2幢119室	提供虚假材料谋取中标	处以中标金额141279.60元千分之七即人民币壹万伍仟肆佰肆拾陆元肆角捌分（988.96元）的罚款...	《政府采购法》第七十七条	2016-03-02	2018-03-01	苏州市相城区财政局
74	欧普图斯（苏州）光学纳米科技有限公司	苏州市工业园区星湖街210号生物纳米科技园A4-316	在青岛市市北区食品药品监督管理局“快速检测设备采购项目”（项目编号：SDXYQ1502022）政府采...	给予该单位处以采购金额7‰，即13510元罚款，列入不良记录名单，两年内禁止参加政府采购活动，并予以...	《中华人民共和国政府采购法》第七十七条第（一）、（三）项	2015-12-09	2017-12-08	青岛市市北区财政局
75	山西博海医正医疗器械有限公司	山西省临汾市平阳北街281号4号楼1单元1号门面	该供应商在参与“临汾市精神病医院医疗设备采购项目”政府采购项目活动中与另两家供应商串通投标。	处以罚款人民币壹仟元（￥1000.00），列入不良行为记录名单，在一年内禁止其参加政府采购活动。	《政府采购法》第77条	2015-11-18	2016-11-18	临汾市财政局
76	山西航枫医疗器械有限公司	侯马开发区金山工业园区	该供应商在参与“临汾市精神病医院医疗设备采购项目”政府采购项目活动中与另两家供应商串通投标。	处以罚款人民币壹仟元（￥1000.00），列入不良行为记录名单，在一年内禁止其参加政府采购活动。	《政府采购法》第77条	2015-11-18	2016-11-18	临汾市财政局
77	山西斯菲得科贸有限公司	太原市小店区晋阳街联合大厦B座2单元1002室	该供应商在参与“临汾市精神病医院医疗设备采购项目”政府采购项目活动中与另两家供应商串通投标。	处以罚款人民币壹仟元（￥1000.00），列入不良行为记录名单，在一年内禁止其参加政府采购活动。	《政府采购法》第77条	2015-11-18	2016-11-18	临汾市财政局
78	安徽美之星节能工程有限公司	合肥市瑶海区站前东路1号宝钻大厦九楼	提供虚假材料谋取中标	（一）处以本次采购金额千分之五的罚款，即5439元；（二）列入不良行为记录名单，自本决定书下达之日起...	根据《中华人民共和国政府采购法》第七十七条	2015-12-04	2016-12-03	安徽省财政厅
79	重庆市大足区石刻艺术品有限公司	重庆市大足区棠香街道办事处金星村7组	2015年6月18日，你公司参与大足区公共资源交易中心组织的大足区林业局公益林管护责任公示石碑采购（...	（一）没收你公司参与此次投标交纳的投标保证金5000 元，由重庆市大足区公共资源交易中心上缴国库。（...	根据《中华人民共和国政府采购法》第五十条和《政府采购货物和服务招标投标管理办法》（财政部第18号令）...	2015-12-02	2016-12-01	重庆市大足区财政局
80	安徽省粮油科技开发公司	合肥市芜湖路275号	未按规定对中标项目进行了分包。	列入不良行为记录名单，2年内禁止参加政府采购活动，并予以通报。	《政府采购货物和服务招标投标管理办法》第七十五条的规定。	2015-11-23	2017-11-22	安徽省财政厅
81	深圳市邦克光电仪器有限公司	深圳市南山区创业路怡海广场商住楼13G	该供应商在参与“体外冲击波治疗仪”政府采购项目活动中与另一家供应商串通投标。	罚款人民币10500元；两年内禁止参与深圳市政府采购活动；记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条第（五）项和《深圳经济特区政府采购条例实施细则》第七十六条第（...	2015-10-12	2017-10-11	深圳市财政委员会
82	天津恒茂石油化工销售有限公司	天津唐官屯加工物流区一大道一号	天津恒茂石油化工销售有限公司在天津市西青区教育局冬季取暖用混煤、饮水锅炉用块煤购置项目（项目编号：X...	（一）处以采购金额千分之五的罚款计6980元（大写：陆仟玖佰捌拾元整）；（二）一年内禁止参加我区政府...	《中华人民共和国政府采购法》第七十七条。	2015-10-20	2016-10-19	天津市西青区财政局
83	重庆海归商贸有限公司	重庆渝北区龙溪街道洋河北路20号大帝花园A幢2单元2-3-2	经重庆市国家税务局第二稽查局检查，发现其在2007年01月01日至2013年12月31日期间，主要存...	对其处以追缴税款1206.48万元的行政处理、处以罚款448.47万元的行政处罚。	依照《中华人民共和国税收征收管理法》等相关法律法规的有关规定.	2015-07-29	2017-07-29	重庆市国家税务局第二稽查局
84	重庆市通途市政建设有限公司	重庆市沙坪坝区天陈路16-15号	经重庆市地方税务局第三稽查局检查，发现其在2009年01月01日至2013年12月31日期间，主要存...	对其处以追缴税款438.46万元的行政处理、处以罚款219.23万元的行政处罚。	《中华人民共和国税收征收管理法》等相关法律法规的有关规定。	2015-07-13	2017-07-13	重庆市地方税务局第三稽查局
85	重庆南丁医院投资管理有限公司	重庆市渝北区回兴街道双湖路	经重庆市地方税务局第二稽查局检查，发现其在2001年01月01日至2008年12月31日期间，主要存...	对其处以追缴税款4869.49万元的行政处理、处以罚款2434.74万元的行政处罚。	依照《中华人民共和国税收征收管理法》等相关法律法规的有关规定。	2015-07-04	2017-07-04	重庆市地方税务局第二稽查局
86	重庆谊德实业有限公司	重庆市渝中区中山四路1号渝中大厦12层	2004年01月01日至2006年12月31日期间，未按规定申报缴纳地方各税269.74万元，其中房...	对其处以追缴税款269.74万元、并按规定加收滞纳金的行政处理、同时处以罚款134.87万元的行政处...	依照《中华人民共和国税收征收管理法》等相关法律法规的有关规定。	2015-08-04	2017-08-04	重庆市地方税务局第一稽查局
87	合肥华信电动科技发展有限公司	合肥市新站区魏武路三元产业园	提供虚假材料谋取中标	中标金额千分之五（即4094元）的罚款，同时列入不良行为记录名单，一年内禁止参加政府采购活动。	《中华人民共和国政府采购法》第七十七条	2015-09-25	2016-09-24	晋中市财政局
88	深圳市米德源科技有限公司	深圳市龙岗区龙城街道新联社区创业三路五号3楼305	提供虚假的技术参数表	记入供应商诚信档案；并处以罚款采购金额千分之十（即人民币4844元、大写肆仟捌佰肆拾肆元）；一年内禁...	深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购实施细则》第七十四条、第七十六条	2015-09-21	2016-09-20	深圳市宝安区财政局
89	北京艺展博翔文化传播有限公司	北京市朝阳区东土城路14号2号楼8-03-10	在参加德阳市教育局直属学校图书采购项目时提供虚假材料谋取中标	列入不良行为记录名单，在两年内禁止参加政府采购活动	《中华人民共和国政府采购法》第七十七条	2015-09-25	2017-09-25	德阳市财政局
90	北京文博轩图书有限公司	北京市丰台区宋庄路71号院2号楼2005室	在参加德阳市教育局直属学校图书采购项目时提供虚假材料谋取中标	列入不良行为记录名单，在两年内禁止参加政府采购活动	《中华人民共和国政府采购法》第七十七条	2015-09-25	2017-09-25	德阳市财政局
91	宜春市合正科技有限公司	江西省宜春市袁州区中山西路8号1栋2号	在政府采购活动中与其他投标人串通投标。	罚款人民币10500元；两年内禁止参与深圳市政府采购活动；记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十六条、第七十九条。	2015-09-27	2017-10-25	深圳市财政委员会
92	深圳市邦克光电仪器有限公司	深圳市南山区创业路怡海广场商住楼13G	在政府采购活动中与其他投标人串通投标。	罚款人民币10500元；两年内禁止参与深圳市政府采购活动；记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十六条、第七十九条。	2015-09-27	2017-09-25	深圳市财政委员会
93	深圳市红太阳实业有限公司	深圳市龙华新区龙华办事处油松社区水斗老围南蛇坑3栋四楼A区	在政府采购活动中提供虚假的证书材料和纳税材料。	禁止三年内参加龙岗区政府采购活动；记入供应商诚信档案；罚款人民币26600元。	《中华人民共和国政府采购法》第七十七条和《深圳经济特区政府采购条例》第五十七条。	2015-09-29	2018-09-26	深圳市龙岗区财政局
94	东莞勤上光电股份有限公司	东莞市常平镇横江厦村	参加政府采购活动前3年内在经营活动中存在重大违法记录，不具备参加政府采购活动的必要条件，却与厦门正宁...	处以项目采购金额千分之五即2191.28元罚款，列入不良行为记录名单，在处罚决定作出之日起一年内禁止...	《中华人民共和国政府采购法》第七十七条第（一）项规定	2015-09-23	2016-09-23	厦门市海沧区财政局
95	厦门正宁电子有限公司	厦门市湖里区台湾街9-11号第三层第11单元	与东莞勤上光电股份有限公司组成联合体参加政府采购项目投标，东莞勤上在参加政府采购活动前3年内在经营活...	处以项目采购金额千分之五即2191.28元罚款，列入不良行为记录名单，在处罚决定作出之日起一年内禁止...	《中华人民共和国政府采购法》第七十七条第（一）项规定	2015-09-23	2016-09-23	厦门市海沧区财政局
96	厦门中华职业学校	厦门市集美区天凤路86-88号	参与政府采购项目招标，于投标文件中提供了虚假的职工社保缴费证明，最终谋取了中标资格。	处以列入不良行为记录名单，在处罚决定作出之日起一年内禁止参加厦门市政府采购活动。	《中华人民共和国政府采购法》第七十七条第（一）项规定	2015-09-08	2016-09-08	厦门市财政局
97	广州普仕康仪器试剂有限公司	广州市天河区员村一横路7号大院64、65号综合楼首层西侧	恶意串通投标	处以采购金额千分之八的罚款,即人民币六千三百二十元（￥6,320）；列入不良行为记录名单，二年内禁止...	《中华人民共和国政府采购法》第七十七条第（三）项	2015-08-20	2017-08-19	珠海市财政局
98	广州高通影像技术有限公司	广州市天河路33号大院新华楼首层	恶意串通投标	处以采购金额千分之八的罚款,即人民币六千三百二十元（￥6,320）；列入不良行为记录名单，二年内禁止...	《中华人民共和国政府采购法》第七十七条第（三）项	2015-08-19	2017-08-18	珠海市财政局
99	广州卫软信息科技有限公司	广州市天河区中山大道89号C栋404室	恶意串通投标	处以采购金额千分之八的罚款,即人民币六千三百二十元（￥6,320）；列入不良行为记录名单，二年内禁止...	《中华人民共和国政府采购法》第七十七条第（三）项	2015-08-19	2017-08-18	珠海市财政局
100	深圳市领秀户外用品有限公司	深圳市光明新区光明街道圳美饲料厂一、二栋一层B	提供虚假材料谋取中标	处以采购金额千分之八的罚款,即人民币贰万肆仟元整（￥24000.00）罚款；列入不良行为记录名单，二...	《中华人民共和国政府采购法》第七十七条第（一）项	2015-07-31	2017-07-30	珠海市财政局
101	深圳市安梦娜床上用品有限公司	深圳市龙岗区布吉秀峰路秀峰工业城西侧一栋2-4楼	在高要市民政局救灾物资采购项目（采购编号为2015-my015)投标中提供虚假的中标通知书、合同书、...	作出处以项目中标金额的千分之七即2100元的罚款，并将富安娜公司列入不良行为记录名单及在二年内（从2...	依照《中华人民共和国政府采购法》第七十七条、财政部《政府采购货物和服务招标投标管理办法》第七十四条的...	2015-06-30	2017-06-30	肇庆市财政局
102	北京联合世科信息技术发展有限公司	北京市海淀区学院路7号6层617	在北京市公安局2014年业务装备购置项目投标文件中盖有北京亚林天星科技发展有限公司公章，属于串通投标...	处以项目采购金额千分之五的罚款（9507.7元），列入不良行为记录名单，一年内禁止参加政府采购活动。	《中华人民共和国政府采购法》第七十七条第一款第（三）项	2015-08-24	2016-08-23	北京市财政局
103	北京亚林天星科技发展有限公司	北京市海淀区苏州街18号长远天地C座3单元902	在北京市公安局2014年业务装备购置项目中，北京联合世科信息技术发展有限公司投标文件中盖有北京亚林天...	处以项目采购金额千分之五的罚款（9507.7元），列入不良行为记录名单，一年内禁止参加政府采购活动。	《中华人民共和国政府采购法》第七十七条第一款第（三）项	2015-08-24	2016-08-23	北京市财政局
104	青海润扬医疗器械有限公司	青海省西宁市城中区大同街36号院	该公司在参与青海省卫生计生委县级医院能力建设项目（项目编号：青政采公招字（QC)2012-071）包...	处以中标金额10‰的罚款（即人民币：57000.00元），列入不良行为记录名单，在三年内禁止参加政府...	《中华人民共和国政府采购法》第七十七条、《政府采购货物和服务招标投标管理办法》第七十四条。	2015-08-12	2018-08-11	青海省财政厅
105	福州捷威特电子有限公司	福州市仓山区金祥路中庚国际华府16-2003	经调查核实，你单位于 2015年4月17日在莆田市行政服务中心参加莆田市四通招标代理有限公司组织的莆...	处采购预算金额8‰的罚款15174元，列入不良记录名单，二年内禁止参加我市政府采购活动。	根据《中华人民共和国政府采购法》第七十七条第一款第（三）项之规定，决定作出行政处罚	2015-05-29	2017-05-28	莆田市财政局
106	福州艾特尔信息技术有限公司	福州学军路1号群升国际A区A4-2004单元	经调查核实，你单位于 2015年4月17日在莆田市行政服务中心参加莆田市四通招标代理有限公司组织的莆...	处采购预算金额8‰的罚款15174元，列入不良记录名单，二年内禁止参加我市政府采购活动。	根据《中华人民共和国政府采购法》第七十七条第一款第（三）项之规定，决定作出行政处罚	2015-05-29	2017-05-28	莆田市财政局
107	浙江百川工艺有限公司	浙江省永康市前仓镇前仓村百川路2号	提供虚假材料谋取中标	处以中标金额千分之六（￥155440.05元）的罚款，列入不良行为记录名单及两年内禁止参加政府采购活...	《中华人民共和国政府采购法》第七十七条、《政府采购货物和服务招标投标管理办法》第七十四条	2015-03-30	2017-03-30	惠州市财政局
108	深圳市梓昌科技有限公司	深圳市南山区朗山路28号通产新材料产业园3栋西座203	该供应商在投标文件中提供虚假资料	罚款人民币7020元；禁止两年内参与深圳市政府采购活动；记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条；《中华人民共和国政府采购法》第七十七条	2015-05-06	2017-05-05	深圳市龙岗区财政局
109	成都复润科技有限公司	成都市成华区建设北路一段76号	该公司参加马边彝族自治县文化体育广播影视新闻出版局“2014年村社区自动设备”公开招标活动中，，经评...	1、取消该公司中标资格，没收投标保证金伍千元；2、将该公司列入不良行为记录名单，三年内禁止参加政府采...	1、《中华人民共和国政府采购法》第四十六条；2、《政府采购货物和服务招标投标管理办法》（财政部〔20...	2014-12-05	2017-12-05	马边彝族自治县财政局
110	成都恒旭达机电设备有限公司	武候区新希望路4号3幢1单位13楼8号（注册地址）武候区人民南路三段中林荫街9号翠海坪2幢1单元202号	（成都恒旭达机电设备有限公司）在投标文件中提供的投标产品通过连调测试的《证明》不属实，不能满足招标文...	禁止“成都恒旭达机电设备有限公司”在三年内（2014年1月10日至2017年1月10日）参加政府采购...	根据《政府采购法》第七十七条第（一）款和《政府采购供应商投诉处理办法》(财政部令第20号)第十九条第...	2014-01-09	2017-01-09	乐山市财政局
111	成都乐薇儿游乐设备有限公司	成都市金牛区抚琴西路181号5FB06号	九寨沟县教育局学前教育设施设备采购项目（阿州公资采招[2013]206号）于2013年9月26日10...	第一中标候选供应商成都乐薇儿游乐设备有限公司列入不良行为记录名单，在三年内禁止参加九寨沟县的政府采购...	《中华人民共和国政府采购法》第七十七条第一项	2013-10-30	2016-10-30	九寨沟县财政局
112	什邡市锐城化工有限公司	什邡市双盛镇万缘村	中标候选人什邡市锐城化工有限公司以种种借口推诿，不与采购人签订合同。	将什邡市锐城化工有限公司列入不良行为记录名单，在三年内禁止参加政府采购活动，并予以通报。	根据《政府采购货物和服务招标投标管理办法》（财政部令第18号）第七十五条第（一）项之规定.	2013-09-04	2016-09-04	青川县财政局
113	北京清大数电科教仪器中心	北京市海淀区海淀路68号中关村科技贸易中心4B82室	该公司投标文件与该项目另一家供应商投标文件编排异常一致，属于招标投标法实施条例第40条规定的视为串通...	罚款4937.50元，列入不良行为记录名单，3年内禁止参加政府采购活动。	《政府采购法》第77条和《政府采购货物和服务招标投标管理办法》（财政部令第18号）第74条	2015-02-15	2018-02-15	财政部
114	北京中数电工程技术有限公司	北京市海淀区清河嘉园东区甲1号13层1321	该公司投标文件与该项目另一家供应商投标文件编排异常一致，属于招标投标法实施条例第40条规定的视为串通...	罚款4937.50元，列入不良行为记录名单，3年内禁止参加政府采购活动。	《政府采购法》第77条和《政府采购货物和服务招标投标管理办法》（财政部令第18号）第74条	2015-02-15	2018-02-15	财政部
115	山东中柏韩美科技股份有限公司	山东省高密市柏城镇驻地	在参与青岛市交通运输委员会工作制服项目政府采购活动中提供虚假材料谋取中标成交	处以实际采购金额千分之七（15889.02元）的罚款，列入不良行为记录名单，在二年内禁止参加政府采购...	《中华人民共和国政府采购法》第七十七条第一款第（一）项	2015-05-11	2017-05-11	青岛市财政局
116	深圳市福器科技有限公司	深圳市龙岗区坂田街道中围路1号901	该供应商与本项目其他两家供应商的投标文件存在多处非正常一致情形。	罚款人民币4916元；2年内禁止该公司参加深圳市政府采购活动；将该公司不良行为记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条、《深圳经济特区政府采购条例实施细则》第七十六条。	2015-03-18	2017-03-17	深圳市财政委员会
117	深圳市飞博尔珠宝科技有限公司	深圳市龙岗区平湖新木大道6号新木盛低碳产业园F栋5118	该供应商与本项目其他两家供应商的投标文件存在多处非正常一致情形。	罚款人民币4916元；2年内禁止该公司参加深圳市政府采购活动；将该公司不良行为记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条、《深圳经济特区政府采购条例实施细则》第七十六条。	2015-03-23	2017-03-22	深圳市财政委员会
118	深圳宝光科学仪器有限公司	深圳市罗湖区田贝四路与贝丽北路交汇处阳光天地家园A座天地轩3009	该供应商与本项目其他两家供应商的投标文件存在多处非正常一致情形。	罚款人民币4916元；2年内禁止该公司参加深圳市政府采购活动；将该公司不良行为记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条、《深圳经济特区政府采购条例实施细则》第七十六条。	2015-03-17	2017-03-16	深圳市财政委员会
119	北京方正联工程咨询有限公司	北京市海淀区学院南路59号	未按照《政府采购法》的相关规定组织政府采购活动	三年内禁止代理政府采购业务	《中华人民共和国政府采购法》第78条	2015-01-21	2018-01-20	财政部
120	封开县天鑫电器销售有限公司	封开县江口镇虎鼻山开发区27号	在封开县环保局空调采购项目（编号：GMTC142ZZHG0146J0）投标中提供的合同，经查实肇庆市...	按采购金额千分之八处以3040元罚款，列入供应商不良行为记录名单，二年禁止参加政府采购活动。	《中华人民共和国招标投标法》第五十四条第二款、《中华人民共和国政府采购法》第七十七条第一款第一项	2015-02-17	2017-02-17	封开县财政局
121	乌鲁木齐金捷康达物业服务有限责任公司	乌鲁木齐市天山区翠泉路69号诚盛花园5栋7层3单元701室	经检举并查证，乌鲁木齐市义维鸿业保洁服务有限公司与乌鲁木齐金捷康达物业服务有限责任公司存在串通投标行...	列入不良行为记录名单，在三年内禁止参加政府采购活动	《中华人民共和国政府采购法》第七十七条	2015-02-05	2018-02-04	乌鲁木齐市政府采购办
122	乌鲁木齐市义维鸿业保洁服务有限公司	乌鲁木齐市文化北路4号	经检举并查证，乌鲁木齐市义维鸿业保洁服务有限公司与乌鲁木齐金捷康达物业服务有限责任公司存在串通投标行...	列入不良行为记录名单，在三年内禁止参加政府采购活动	《中华人民共和国政府采购法》第七十七条	2015-02-05	2018-02-04	乌鲁木齐市政府采购办
123	东莞市天雅火乡文化传播有限公司	东莞市南城袁屋边大道艺展路29号东莞艺展中心A馆第三层南区铺位	提交虚假资料谋取中标。	处以本采购项目中标金额千分之五的罚款，列入不良行为记录名单，在三年内禁止参加我市政府采购活动的行政处...	根据《中华人民共和国政府采购法》第77条及财政部令第18号第74条的规定。	2014-12-29	2017-12-28	东莞市财政局
124	广州市逸扬物业管理有限公司	广州市番禺区大石街105号	无正当理由放弃中标。	三年内禁止参加政府采购活动。	财政部令第18号第七十五条。	2014-03-21	2017-03-20	广州市萝岗区财政局
125	深圳市金然酒店用品有限公司	深圳市宝安西乡银田西发工业区B区二栋厂房六楼B单元	该公司在参与北京大学深圳医院窗帘、隔帘采购项目（项目编号：SZCG2014047939)政府采购活动...	一、罚款人民币6.8万元；二、两年内禁止参加深圳市政府采购活动；三、将该公司违规行为记入供应商诚信档...	《深圳经济特区政府采购条例》第五十七条。	2015-03-04	2017-03-03	深圳市财政委员会
126	深圳市雅朵家具织品有限公司	深圳市盐田区沙头角保税区保发大厦第23层A、B	该公司在参与北京大学深圳医院窗帘、隔帘采购项目（项目编号：SZCG2014047939)政府采购活动...	一、罚款人民币6.8万元；二、两年内禁止参加深圳市政府采购活动；三、将该公司违规行为记入供应商诚信档...	《深圳经济特区政府采购条例》第五十七条。	2015-03-04	2017-03-03	深圳市财政委员会
127	深圳市美之伦布艺软装有限公司	深圳市福田区车公庙天安数码城天发大厦AB座4B3	该公司在参与北京大学深圳医院窗帘、隔帘采购项目（项目编号：SZCG2014047939)政府采购活动...	罚款人民币6.8万元；二、两年内禁止参加深圳市政府采购活动；三、将该公司违规行为记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条。	2015-03-04	2017-03-03	深圳市财政委员会
128	深圳市杰力优建筑装饰材料有限公司	深圳市龙华新区民治街道创业花园235、236栋15楼1510室	该公司在参与北京大学深圳医院窗帘、隔帘采购项目（项目编号：SZCG2014047939)政府采购活动...	一、罚款人民币6.8万元；二、两年内禁止参加深圳市政府采购活动；三、将该公司违规行为记入供应商诚信档...	《深圳经济特区政府采购条例》第五十七条。	2015-03-04	2017-03-03	深圳市财政委员会
129	郑州民诚建筑工程咨询有限公司	郑州市中原区陇海西路55号院内一楼西	提供的专职人员社保证明材料与事实不符。	撤销政府采购甲级代理机构的资格。	《行政许可法》第69条第二款和《政府采购代理机构资格认定办法》（财政部令第61号）第42条	2013-09-18	2016-09-17	财政部
130	深圳市德盛通汽车贸易有限公司	深圳市福田区景田路景蜜村2栋310	与同一项目的另一供应商串标。	一、处以该项目采购金额千分之二十的罚款（人民币3.8万元）；二、两年内禁止参与深圳市政府采购活动。三...	《深圳经济特区政府采购条例》第五十七条、《深圳经济特区政府采购条例实施细则》第七十六条和《中华人民共...	2014-02-11	2017-02-10	深圳市财政委员会
131	深圳市和立动力科技有限公司	深圳市南山区登良路23号汉京集团	与同一项目的另一供应商串标。	一、处以该项目采购金额千分之二十的罚款（人民币3.8万元）。二、两年内禁止参与深圳市政府采购活动。三...	《深圳经济特区政府采购条例》第五十七条、《深圳经济特区政府采购条例实施细则》第七十六条和《中华人民共...	2014-02-11	2017-02-10	深圳市财政委员会
132	深圳市奥雅实业有限公司	深圳市福田区八卦三路426栋6-7楼	提供虚假资料。	一、处以该项目采购金额千分之二十的罚款（人民币78000元）。二、三年内禁止参与深圳市政府采购活动。...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十六条	2014-04-18	2017-04-17	深圳市财政委员会
133	深圳市盛凯信息科技有限公司	深圳市福田区车公庙水松大厦6层	在政府采购活动中向招标机构行贿或者提供其他不正当利益。	一、处以你公司2011年10月至2013年10月的政府协议采购交易金额百分之五的罚款（共计人民币15...	《深圳经济特区政府采购条例》（因你公司违法行为发生在旧条例效力期限内）第四十八条	2014-04-18	2017-04-17	深圳市财政委员会
134	深圳市鹏润达市政工程有限公司	深圳市福田区红荔西路市政大厦1-8层（24栋）-2层、212、214室	提供虚假资料。	一、处以本项目采购金额千分之五的罚款（人民币45,937.50元）。二、列入不良行为记录名单。三、在...	《中华人民共和国政府采购法》第七十七条	2014-12-25	2017-12-24	深圳市财政委员会
135	深圳市鸿华通交通设施工程有限公司	深圳市南山区西丽珠光路北珠光花半里欣苑1号楼A703、704室	提供虚假资料。	一、处以本项目采购金额千分之五的罚款（人民币45,937.50元）。二、列入不良行为记录名单。三、在...	《中华人民共和国政府采购法》第七十七条	2014-12-25	2017-12-24	深圳市财政委员会
136	深圳市新玉诚清洁服务有限公司	深圳市龙岗区横岗街道安良社区良华街10，12，14号3单元401，402，501，502	存在隐瞒真实情况，提供虚假资料的情形。	处以罚款四万元，将你公司列入不良行为记录名单，禁止1年内参加我市政府采购活动，并予以公告。	《中华人民共和国政府采购法》第七十七条第一项	2014-08-19	2017-08-18	南山区财政局
137	深圳市引航信息技术有限公司	深圳市福田区深南中路2010号东风大厦13楼1302-1306房	串通投标；提供虚假资料。	禁止一年内参加龙岗区政府采购活动；记入供应商诚信档案；处以人民币74,973元。	《中华人民共和国政府采购法》第七十七条和《深圳经济特区政府采购条例》第五十七条	2014-11-12	2017-11-11	深圳市龙岗区财政局
138	深圳市中科联通信服务有限公司	深圳市龙岗区龙城街道黄阁路441号天安数码创新园三号厂房B1501-1	串通投标；提供虚假资料。	禁止一年内参加龙岗区政府采购活动；记入供应商诚信档案；处以人民币74,973元。	《中华人民共和国政府采购法》第七十七条和《深圳经济特区政府采购条例》第五十七条	2014-11-12	2017-11-11	深圳市龙岗区财政局
139	上海马克热敏纸品有限公司	上海市闵行区华中路465弄65号	提供虚假的国家秘密载体复制许可证谋取成交。	1.处以采购金额千分之五的罚款，计人民币324240元； 2.列入不良行为记录名单,禁止参加政府采购...	《中华人民共和国政府采购法》第七十七条第一款第一项规定	2014-04-28	2017-04-27	浙江省财政厅
140	苏州市华东电网电气有限公司	苏州工业园区胜浦开发区九江路东	提供虚假业绩谋求中标。	处以中标金额1430万元的千分之五即人民币柒万壹仟伍佰元（71500元）的罚款，列入不良行为记录名单...	《中华人民共和国政府采购法》第七十七条第一款第一项	2014-12-08	2017-12-07	苏州市财政局
141	常州江南中鑫物业服务有限公司？	天宁区武青北路19号	投标文件中提供的部分合同属于虚假材料。	？1.处以采购金额千分之五的罚款，共计人民币39482元。2.列入不良行为记录名单，在一年内（即20...	违反了《中华人民共和国政府采购法》第七十七条第一款之规定。按照《政府采购法》第七十七条、《政府采购货...	2014-07-14	2017-07-14	常州市财政局
142	山东港基景华市政园林有限公司	济南市长清区灵岩路西3219号	在政府采购项目“南外环、北外环、西外环及海源路50米绿化带市场运作项目”标段十、标段十三中使用虚假项...	处以合同金额1405.15万元千分之五的罚款，计7.02575万元；2、列入不良行为记录名单，一年内...	《中华人民共和国政府采购法》第七十七条	2014-11-10	2017-11-09	聊城市财政局
143	聊城市丽轩园林设计有限公司	聊城市恒昌街5幢111室	在政府采购项目“五环—南外环、北外环、西外环及海源路50米绿化带市场运作项目”标段八中使用虚假项目经...	处以合同金额895.9656万元千分之五的罚款，计4.479828万元；列入不良行为记录名单，一年内...	《中华人民共和国政府采购法》第七十七条	2014-11-10	2017-11-09	聊城市财政局
144	山东易沐园林绿化有限公司	聊城市振兴东路	在政府采购项目“南外环、北外环、西外环及海源路50米绿化带市场运作项目”标段七、“海源路南段（湖南路...	处以合同金额2118万元千分之五的罚款，计10.59万元；列入不良行为记录名单，二年内禁止参加聊城市...	《中华人民共和国政府采购法》第七十七条	2014-11-10	2017-11-09	聊城市财政局
145	山东绿城市政园林工程有限公司	聊城市开发区北城办事处现代农业示范园内	在政府采购项目“南外环、北外环、西外环及海源路50米绿化带市场运作项目”标段一、标段十三中使用虚假项...	处以合同金额1266万元千分之五的罚款，计6.33万元；列入不良行为记录名单，一年内禁止参加聊城市的...	《中华人民共和国政府采购法》第77条	2014-11-10	2017-11-09	聊城市财政局
146	北京市地森海科技发展有限公司	北京市海淀区中关村南大街2号楼B幢1805室	提供虚假材料谋取中标、成交的的情形。	列入不良行为记录名单，在2年内禁止参加宁夏政府采购活动。	政府采购法第七十七条	2014-12-24	2016-12-23	宁夏回族自治区财政厅
147	河南奔马汽车制造有限公司	河南省长葛市魏武路南段东侧	提供虚假材料谋取中标、成交。	列入不良行为记录名单，在2年内禁止参加宁夏政府采购活动。	政府采购法第七十七条	2014-12-24	2016-12-23	宁夏回族自治区财政厅
148	广西思立得照明有限责任公司	南宁市青秀区滨湖路66号8栋1单元1202号房	提供虚假材料谋取中标、成交。	一、处以本项目采购金额326.655861万元的千分之十的罚款，即人民币32665.59元；二、列入...	《中华人民共和国政府采购法》第七十七条	2014-12-19	2017-12-18	南宁市财政局
149	河北合兴柜业有限公司	武邑县桥头镇肖桥头村西北	中标后，在签合同的当天不与采购人签订合同并递交了弃标函，弃标函中自述“现经我厂技术领导研究，我厂的技...	投标保证金7,500元不予退还,列入政府采购不良行为记录名单，并从2014年12月10日起，三年内禁...	《中华人民共和国政府采购法》第四十六条和《政府采购非招标采购方式管理办法》（财政部第74号令）第二十...	2014-12-10	2017-12-09	鞍山市财政局
150	沈阳融汇同创科技有限公司	沈阳市皇姑区长江街62号（1-13-17）	与沈阳优软科技发展有限公司串通投标。	投标保证金8,700元不予退还,列入政府采购不良行为记录名单，并从2014年12月10日起，两年内禁...	《中华人民共和国政府采购法》第七十七条和《政府采购非招标采购方式管理办法》（财政部第74号令）第二十...	2014-12-10	2016-12-09	鞍山市财政局
